#Evolver by Thomas Michelitsch (ISF)
#
#Decision Space Values
#
### Column 0 Vertex x
### Column 1 Vertex y
### Column 2 Vertex z
### Column 3 Drill Direction


# Individual 0
200	167.95862	60.143492	1
-1.9514142	-178.09395	142.57954	1
-137.41656	-23.758741	122.4925	1
162.93541	64.254543	143.4676	1
-72.234613	182.21278	17.50224	0
67.771772	200	38.84353	0

# Individual 1
-200	170.54986	112.36929	1
-147.67239	3.781005	10.334964	0
-96.938646	116.5816	153.0313	1
-8.436761	167.97448	176.79715	1
7.573591	-129.00312	148.06395	0
200	52.113112	170.07568	0

# Individual 2
200	165.67098	59.889291	1
2.9797799	-170.65306	137.64505	1
-138.03548	-24.124995	120.30392	1
162.03298	62.052677	146.0306	1
-62.51424	182.57332	15.570729	0
68.278129	200	32.579841	0

# Individual 3
-200	141.92343	122.61928	1
-156.92839	-2.0216762	9.2688323	0
-91.570773	108.07406	156.46661	1
-11.871209	166.84228	178.18494	1
-4.0418702	-132.84134	143.00103	0
200	57.096581	168.47145	0

# Individual 4
200	170.13455	59.978729	1
-2.0002114	-175.63823	152.93197	1
-146.32934	-23.971687	120.88663	1
163.69521	65.86452	149.75808	1
-53.160232	182.37773	25.157544	0
62.81071	200	34.491195	0

# Individual 5
-200	156.16773	119.72469	1
-152.22727	-3.315143	11.831767	0
-96.525049	122.38379	154.46864	1
-13.713344	166.14072	188.1331	1
-4.152139	-124.34468	143.88567	0
200	55.777321	160.47563	0

# Individual 6
-200	146.80015	122.9588	1
-153.90398	-1.055707	9.9913533	0
-86.454043	92.007223	154.80166	1
-11.946745	170.5568	177.0779	1
9.8352394	-141.04048	145.11964	0
200	51.71782	160.54544	0

# Individual 7
200	160.15597	59.686226	1
-1.4963776	-167.18199	129.77213	1
-136.33682	-21.328733	125.49365	1
163.84907	56.869204	146.74037	1
-50.18606	177.08809	16.652791	0
67.624384	200	33.873665	0

# Individual 8
-200	163.76377	113.99841	1
-157.19688	7.3743428	11.934043	0
-94.530013	121.04834	154.42766	1
-6.8781677	165.89076	176.66901	1
9.8599397	-129.54539	144.24962	0
200	48.545441	171.35943	0

# Individual 9
200	167.43724	58.765654	1
0.31695764	-169.24886	144.94767	1
-146.00464	-25.130776	122.07114	1
163.46854	64.850653	146.38622	1
-67.632149	180.80658	9.1597415	0
65.420518	200	33.942728	0

